word,meaning,translation,root,type,process meaning,normalized form
simoón,"entire, without omission or defect",entire,simoón,-,-,simoon
masimoón,"complete, whole; devoted",complete,simoón,prefix,causative / stative,masimoon
simót,to gather food particles left on one’s plate by scraping plate with finger and eat every morsel; person having barely enough to eat,gather food particles left on oneâ€™s plate by scraping plate with finger and eat every morsel,simót,-,-,simot
símplE,"simple, uncomplicated",simple,símplE,-,-,simple
símsim,"to try, taste",try,símsim,-,-,simsim
sínag,"sunbeam, moonbeam, glow; (of light)",sunbeam,sínag,-,-,sinag
masnág,"bright, brilliant (of light, stars, etc.)",bright,snág,prefix,causative / stative,masnag
sinagém,"pity, sympathize with; compassion",pity,sagém,infix,completed aspect marker,sinagem
masinagém,sympathetic,sympathetic,sagém,prefix,causative / stative,masinagem
makapasinagém,cause of grief,cause grief,kapasagém,prefix,causative / stative,makapasinagem
"cínE, síni","movie theatre, cinema",movie theatre,"cínE, síni",-,-,"cine, sini"
sinít,"start burning, ignite, kindle (-en )",start burning,sít,infix,completed aspect marker,sinit
sinílas,#ERROR!,#ERROR!,sílas,infix,completed aspect marker,sinilas
cínco,five cents,five cents,cínco,-,-,cinco
cincuÉnta,fifty cents (money),fifty cents,ccuÉn,suffix,1du inclusive genitive enclitic,cincuenta
sinóp,"orderliness, tidiness; to keep neatly, collect in one place",orderliness,sóp,infix,completed aspect marker,sinop
sinsílyo,"coins, small change",coins,ssíl,suffix,2pl genitive enclitic,sinsilyo
sínta,hitch an animal,hitch an animal,sín,suffix,1du inclusive genitive enclitic,sinta
siñgá,"like, as, as if, similar to",like,siñgá,-,-,singa
siñgbát,"debate, discuss",debate,siñgbát,-,-,singbat
síñger,to encircle (man -),encircle (man -),síñger,-,-,singer
siñgér,to tie (mañgi -),tie (maÃ±gi -),siñgér,-,-,singer
siñggér,close (close from/to),close,siñggér,-,-,singger
siñgíl,to collect a debt (on -),collect a debt (on -),siñgíl,-,-,singil
siñgín,twin,twin,siñgín,-,-,singin
siñgít,notch at upper end of pillars or posts,notch at upper end pillars or posts,siñgít,-,-,singit
siñgkát,to catch with both hands (as in catching chickens),catch with both hands (as in catching chickens),siñgkát,-,-,singkat
síñgko,"five (dates, time, money, etc.) cincuÉnta,",five (dates,síñg,suffix,1sg genitive enclitic,singko
siñgkuÉnta,fifty (money etc.),fifty,siñgkuÉn,suffix,1du inclusive genitive enclitic,singkuenta
siñgléw,"care, heed, feel inclined",care,siñgléw,-,-,singlew
siñgsíñg,ring (for finger),ring,siñgsíñg,-,-,singsing
sióktoñg,dark colored alcoholic drink,dark colored alcoholic drink,sióktoñg,-,-,sioktong
siopá,who?,who?,siopá,-,-,siopa
sipáksipák,dashing of waves against the shore; to slosh water on the floor etc.,dashing waves against shore,sipák,reduplication,full reduplication (intensifier/frequentative),sipaksipak
sipán,"order, contract, promise",order,sipán,-,-,sipan
sipát,to aim at something thrown up or flying in the air,aim at something thrown up or flying in the air,sipát,-,-,sipat
sipíñg,twin,twin,sipíñg,-,-,siping
sípit,"pincers, tongs; also: pincers of crab",pincers,sípit,-,-,sipit
sípol,crane (bird),crane,sípol,-,-,sipol
sipól,to suspend a cord or chain between two objects,suspend a cord or chain between two objects,sipól,-,-,sipol
sípor,since; to have been so from the very beginning,since,sípor,-,-,sipor
pasipót,to present something (i -),present something (i -),sipót,prefix,causative/allowative,pasipot
sipsíp,"to pluck off feathers, cut grass close to ground; close shaven",pluck off feathers,sipsíp,-,-,sipsip
síra,"to be cracked, split (of objects); wounded",be cracked,síra,-,-,sira
sirá,"fish, food, viand; to eat meat or fish (man -)",fish,sirá,-,-,sira
sírin,"surely, then",surely,sír,suffix,patient/theme focus (completed),sirin
sírit,urine; to urinate (maN -),urine,sírit,-,-,sirit
sirkós,circus,circus,sirkós,-,-,sirkos
siróm,"shed, shelter from the sun, shade, shadow",shed,siróm,-,-,sirom
siroñgét,"to be dark, to fall (of night) (man -)",be dark,siroñgét,-,-,sironget
sísia,belief; to believe (maN -) sisít —,belief,sísia,-,-,sisia
ansisít,dwarf,dwarf,sisít,nasal_prefix,"actor focus (nasal-assimilating, completed)",ansisit
sistÉma,system; course of events sítmat —,system,sistÉma,-,-,sistema
nagkasikasítmat,of (many) different kinds,different kinds,nagkasikasítmat,-,-,nagkasikasitmat
sitsaró,‘Chinese pea’—a legume eaten like green beans,â€˜chinese peaâ€™â€”a legume eaten like green beans,sitsaró,-,-,sitsaro
sitsít,drain the rice water; rice broth,drain rice water,sitsít,-,-,sitsit
siwál,"tossing and turning in one’s sleep, moving much while asleep",tossing and turning in oneâ€™s sleep,siwál,-,-,siwal
siwáñg,"crack, space between",crack,siwáñg,-,-,siwang
siwsíw,chick,chick,siwsíw,-,-,siwsiw
so,particle marking topic of equational sentence and subject of verbal sentence usu. when these are ‘general’ and non-personal in character,particle marking topic equational sentence and subject verbal sentence usu. when these are â€˜generalâ€™ and non-personal in character,so,-,-,so
suág,to relieve another of his work so he can rest,relieve another of his work so he can rest,suág,-,-,suag
suál,pole or stake with iron point used for digging,pole or stake with iron point used for digging,suál,-,-,sual
suát,"reproach someone for having lied, after falsehood is discovered",reproach someone for having lied,suát,-,-,suat
subég,"quarrel, argument",quarrel,subég,-,-,subeg
subláy,"to take turns, do in turn (on -)",take turns,subláy,-,-,sublay
sobó,"to put something in an opening (e.g., food in the mouth, the hand into a hole, etc)",put something in an opening (e.g.,sobó,-,-,sobo
sóbok,"to test, try, prove for oneself",test,sóbok,-,-,sobok
soból,"flowing stream, waterfall",flowing stream,soból,-,-,sobol
1subsúb,snout; (of pigs) to root with the snout; fall on one’s face,snout,1subsúb,-,-,1subsub
2subsúb,carpenter’s plane; to plane wood,carpenterâ€™s plane,2subsúb,-,-,2subsub
sodsór,#ERROR!,#ERROR!,sodsór,-,-,sodsor
suÉlo,floor,floor,suÉlo,-,-,suelo
suÉrtE,"fortunate, lucky",fortunate,suÉrtE,-,-,suerte
sugá,"prong, spike, to place spikes on the way (to deter intruders etc.)",prong,sugá,-,-,suga
sogál,"game of chance, gambling",game chance,sogál,-,-,sogal
sugát,"cut, hurt, wound; to hurt (man -)",cut,sugát,-,-,sugat
asugát,"got hurt, got wounded",got hurt,asugát,-,-,asugat
sugbá,to venture forth into dangerous position; endanger (i -),venture forth into dangerous position,sugbá,-,-,sugba
sugígi,tooth brush,tooth brush,sugígi,-,-,sugigi
sogsóg,"induce one to decide, suggest",induce one to decide,sogsóg,-,-,sogsog
sokáb,grains that get between bottom of pot pages of a book),grains that get between bottom pot pages a book),sokáb,-,-,sokab
sókal,"to do something for the first time, esp. first catch, use or wear something for",do something for the first time,sókal,-,-,sokal
súkat,"area, size; to measure, fit (mañgi -)",area,súkat,-,-,sukat
súkay,"to investigate, search (man -)",investigate,súkay,-,-,sukay
sokék,"innermost part, bottom",innermost part,sokék,-,-,sokek
súki,regular and favored customer; vendor,regular and favored customer,súki,-,-,suki
sukít,to plant or sow seeds (mañgi -),plant or sow seeds (maÃ±gi -),sukít,-,-,sukit
sokláy,to turn something upside down or vice versa,turn something upside down or vice versa,sokláy,-,-,soklay
súko,to surrender (on -); to corner sokób —,surrender (on -),sú,suffix,1sg genitive enclitic,suko
sansinokobán,universe 1sokóñgcorner 2sokóñgturban,universe 1sokÃ³Ã±gcorner 2sokÃ³Ã±gturban,sansokobán,infix,completed aspect marker,sansinokoban
sokótsokót,a sickness characterized by the eruption of small bliseters all over the body,a sickness characterized by eruption small bliseters all over body,sokót,reduplication,full reduplication (intensifier/frequentative),sokotsokot
1soksók,bribe; to bribe (maN -),bribe,1soksók,-,-,1soksok
solá,the first fruit or offspring,first fruit or offspring,solá,-,-,sola
solámbi,coquette,coquette,solámbi,-,-,solambi
solár,small piece of land,small piece land,solár,-,-,solar
súlat,letter; to write (man -),letter,súlat,-,-,sulat
kasulatán,things one likes to write;,things one likes to write,kasulatán,-,-,kasulatan
soldóñg,"join, connect, add, enlarge (man -)",join,soldóñg,-,-,soldong
solíab,"to repair, esp. repair or replace damaged nipa thatch",repair,solíab,-,-,soliab
solíñg,perplexed,perplexed,solíñg,-,-,soling
solíñgsolíñg,"go confused, have difficulty in determining one's whereabouts",go confused,solíñg,reduplication,full reduplication (intensifier/frequentative),solingsoling
solicitúd,application forms; to apply (e.g. for a license) (man -),application forms,solicitúd,-,-,solicitud
sulít,"cruelty, perversity, tyranny",cruelty,sulít,-,-,sulit
súlmiñg,"begin, start (on -)",begin,súlmiñg,-,-,sulming
solók,excess; to exceed (on -),excess,solók,-,-,solok
masolók,"more than sufficient, more",more than sufficient,solók,prefix,causative / stative,masolok
sóloñg,"to go ahead, put into effect (on -)",go ahead,sóloñg,-,-,solong
solóñg,to wear (mañgi -); put on clothing etc. (i-),wear (maÃ±gi -),solóñg,-,-,solong
súlsul,first stage of husking rice,first stage husking rice,súlsul,-,-,sulsul
súman,"delicacy made from sticky rice, sugar",delicacy made from sticky rice,súm,suffix,locative/referent focus (non-completed),suman
somário,summary,summary,somário,-,-,somario
sumbát,"to exchange one thing for another, barter, return a favor",exchange one thing for another,sumbát,-,-,sumbat
súmbra,"withhold, keep from, hold back (i -)",withhold,súmbra,-,-,sumbra
sombrÉro,hat,hat,sombrÉro,-,-,sombrero
sumpá,"amulet, antidote; oppose, resist",amulet,sumpá,-,-,sumpa
sompál,"to finish, accomplish (on -)",finish,sompál,-,-,sompal
sondálo,soldier,soldier,sondálo,-,-,sondalo
sóno,"reserve, keep preserved; substitute, succeeding",reserve,sóno,-,-,sono
onsóno,next,next,sóno,nasal_prefix,actor focus (nasal-assimilating variant),onsono
soñgáw,evaporation by exposure; vapor rising,evaporation by exposure,soñgáw,-,-,songaw
sóñggo,monkey,monkey,sóñggo,-,-,songgo
soñgó,spike-like projection from head of shrimp,spike-like projection from head shrimp,soñgó,-,-,songo
soñgót,mouth; upper lip,mouth,soñgót,-,-,songot
soñgpá,to be opposed or resistant to (on -),be opposed or resistant to (on -),soñgpá,-,-,songpa
managsóñgpa,member of the opposition party,member opposition party,agsóñgpa,nasal_prefix,"actor focus (nasal-assimilating, non-completed)",managsongpa
súñgpál,"to complete an undertaking, fulfill a promise, bring to a close (maN -)",complete an undertaking,súñgpál,-,-,sungpal
soñgsóñg,"to contradict; to go against wind, current or tide",contradict,soñgsóñg,-,-,songsong
soób,to fumigate (man -),fumigate (man -),soób,-,-,soob
sópas,soup,soup,sópas,-,-,sopas
supErvísor,supervisor (esp. school supervisor),supervisor  school supervisor),supErvísor,-,-,supervisor
sopíl,to catch the attention; pull one’s leg,catch the attention,sopíl,-,-,sopil
súpot,"bag, sack",bag,súpot,-,-,supot
sopót,strainer,strainer,sopót,-,-,sopot
sopsóp,"to suck, take repeated big sips (maN -)",suck,sopsóp,-,-,sopsop
sorbÉtEs,ice cream,ice cream,sorbÉtEs,-,-,sorbetes
súri,"quality or fineness of gold, carat; test, value, virtue",quality or fineness gold,súri,-,-,suri
sorsór,"carpenter’s plane; to plane (man -) sos! expression of disgust, impatience, annoyance, etc. [contraction of Jesus ]",carpenterâ€™s plane,sorsór,-,-,sorsor
sosó,"breast; to drink from the breast, to milk (on-)",breast,sosó,-,-,soso
pasosó,to give milk from breast (man -),give milk from breast (man -),sosó,prefix,causative/allowative,pasoso
suspÉtsa,to suspect (man -),suspect (man -),suspÉtsa,-,-,suspetsa
sústo,"definite, correct, right, fit, complete; to fit together, complete (mangi-)",definite,sús,suffix,3sg genitive enclitic,susto
sutíl,"to tease, joke at someone’s expense (man -) 1sótsothiss, signal a person to stop or desist",tease,sutíl,-,-,sutil
soyát,"lazy, indolent, sluggish; become lazy (on-)",lazy,soyát,-,-,soyat
sóysoy,find what had been lost,find what had been lost,sóysoy,-,-,soysoy
soysóy,"frayed condition of sleeves or collar, unhemmed pieces of cloth, etc.",frayed condition sleeves or collar,soysóy,-,-,soysoy
1ta,we two (topic pronoun) (includes only speaker and single addressee),we two,1,suffix,1du inclusive genitive enclitic,1ta
itá,form of ta (topic) when preceding word ends in a consonant,form ta  when preceding word ends in a consonant,tá,prefix,theme/goal or benefactive focus (non-completed),ita
tá,"(also:) by us two, of us two (attributive pronoun); by me (when preceding word is ka or kayó)",by us two,tá,-,-,ta
talá,let’s go,letâ€™s go,talá,-,-,tala
2ta,because,because,2,suffix,1du inclusive genitive enclitic,2ta
3ta,aparticle marking interrogative sentences,aparticle marking interrogative sentences,3,suffix,1du inclusive genitive enclitic,3ta
tabá,"fat, grease or oil for cooking; fatness, health; become fat (on -)",fat,tabá,-,-,taba
matabá,"fat, stout, healthy",fat,tabá,prefix,causative / stative,mataba
tabák,a large and long variety of bolo (machete),a large and long variety bolo,tabák,-,-,tabak
tabáco,tobacco,tobacco,tabáco,-,-,tabaco
tabáñg,tasteless,tasteless,tabáñg,-,-,tabang
matabáñg,(of water) potable,water) potable,tabáñg,prefix,causative / stative,matabang
tábas,cut (of dress etc.)‚ style,cut  dress)â€š style,tábas,-,-,tabas
tabék,sustain serious wounds or injury,sustain serious wounds or injury,tabék,-,-,tabek
tabiáyoñg,a white variety of squash,a white variety squash,tabiáyoñg,-,-,tabiayong
tabíl,to be talkative,be talkative,tabíl,-,-,tabil
matabíl,garrulous,garrulous,tabíl,prefix,causative / stative,matabil
1tábla,"plank, wood, wooden floor 2tábla",plank,1tábla,-,-,1tabla
2tábla,"draw, tie (in a game)",draw,2tábla,-,-,2tabla
taból,juice,juice,taból,-,-,tabol
matabotaból,juicy,juicy,tabotaból,prefix,causative / stative,matabotabol
tabón,to cover (-an ); bury (mañgi -),cover (-an ),tabón,-,-,tabon
taboríti,chair,chair,taboríti,-,-,taboriti
tabóy,"to cast out, expel (on -)",cast out,tabóy,-,-,taboy
tadtár,to chop up (-en ),chop up (-en ),tadtár,-,-,tadtar
taép,to winnow (man -),winnow (man -),taép,-,-,taep
taéw,"middle of river; ocean, deep sea",middle river,taéw,-,-,taew
1tagá,from (a place or point of origin),from,1tagá,-,-,1taga
2tagá,type of fishhook,type fishhook,2tagá,-,-,2taga
taganó,sustenance,sustenance,taganó,-,-,tagano
tagéy,"above, top, summit",above,tagéy,-,-,tagey
atagéy,"high, tall; to get higher (on -)",high,atagéy,-,-,atagey
paatagéy,to go up; raise (price etc.) (man -),go up,atagéy,nasal_prefix,causative/instrumental nasal-assimilating,paatagey
kaatagéy,"height, altitude",height,kaatagéy,-,-,kaatagey
tagíbi,to care for a baby,care for a baby,tagíbi,-,-,tagibi
tagláñg,rib‚ frame,ribâ€š frame,tagláñg,-,-,taglang
tagleéy,"loud cry (esp. of grief), wail",loud cry  grief),tagleéy,-,-,tagleey
tágnaw,to frighten,frighten,tágnaw,-,-,tagnaw
tágpas,"to cut down, mow (man -)",cut down,tágpas,-,-,tagpas
tágpi,patch; to patch (man -),patch,tágpi,-,-,tagpi
taí,excrement; to defecate (maN -),excrement,taí,-,-,tai
tákal,to measure (man -),measure (man -),tákal,-,-,takal
takátak,"to scatter messily, make a mess (man -)",scatter messily,takátak,-,-,takatak
takáyan,"stairway, staircase",stairway,takáy,suffix,locative/referent focus (non-completed),takayan
